feedback,sentiment,nps,service_advisor_name,brand_name,branch,date,promoters,passive,detractor,category,topic
Thank you to sister Salwa for your help and attention and delivering the car as soon as possible,positive,10,Salwa Rboub,,,2023-11-08,1,0,0,,
Free shuttle back and forth to those customers leaving their car behind for maintenance.,positive,7,Clifford P.,,,2023-11-08,0,1,0,,
" Mr. Mohammad and Mr. Charbel,

I wanted to express my gratitude for your exceptional assistance during my recent visit. Your support was invaluable in resolving the car issues from the first visit. Thank you for being so helpful and supportive.
",positive,10,Charbel Semaan,,,2023-11-08,1,0,0,,
"All cover plastic are still on my car after the service including the dirty paper placed in front of the driver seat.
Nobody escorted me to my vehicle after the service to show where my car is parked, they just gave me the key and told me the service was done.
Car wash was not good as some part of the car still had some water dripping.",negative,5,Soad Mansour,,,2023-11-08,0,0,1,,
hope you save the delivery money,negative,10,Harish V.,,,2023-11-08,1,0,0,,
Accurate information regarding Courtesy Vehicle Service. Simple tasks should be possible with an expert electrician.,positive,7,Charbel Semaan,,,2023-11-09,0,1,0,,
"Honestly, employees are always busy, they don't have time to talk or explain ",negative,8,Clifford P.,,,2023-11-09,0,1,0,,
"Al Masaood app is not working, please fix that for service booking ",negative,10,Arsenio Mostajo,,,2023-11-09,1,0,0,,
Ms Salwa is an extraordinary service advisor with excellent knowledge about the vehicle repair information both from technical aspect and clarification to me as a client. She is a great role model for all service advisors from all dealers in the country!,positive,10,Salwa Rboub,,,2023-11-10,1,0,0,,
"Very good service 
I was very satisfied",positive,10,Soad Mansour,,,2023-11-10,1,0,0,,
Arrange collection and drop of car for service or arrange Drop facility as it was there before .,positive,10,Muhammad Habib,,,2023-11-10,1,0,0,,
Thank you for your distinguished services.,positive,10,Charbel Semaan,,,2023-11-10,1,0,0,,
Hire better,negative,2,Abuthahir T.S.,,,2023-11-10,0,0,1,,
My parts of the car got stolen,negative,0,Soad Mansour,,,2023-11-10,0,0,1,,
The new upgrade of the service center is very excellent and very welcoming idea for a customer to deliver their car. As for the service advisor he is very professional and friendly. I would always bring my car to him,positive,10,Juan Kasilag,,,2023-11-11,1,0,0,,
"Marla was very helpful, she welcomed me in a very nice way and she explained the procedure. I really appreciated her. My only concern was parking the car (all spots were occupied). If you can do something about it, it would be great. Thank you. ",positive,10,Marla Nunez,,,2023-11-11,1,0,0,,
The service was perfect and got my car back and ready the same day,positive,10,Clifford P.,,,2023-11-11,1,0,0,,
Listen to the customer and listen to their needs,positive,6,Arsenio Mostajo,,,2023-11-11,0,0,1,,
There is no,positive,10,Nabeel A.,,,2023-11-11,1,0,0,,
"I hope to send a message in the next maintenance 
Or notify me by email, message, or WhatsApp 
Thank you very much ",positive,8,Khalid Khamis,,,2023-11-11,0,1,0,,
Prices of spare parts to be reduced since they are more expensive than the market value and in addition to above the time duration of the servicing to be reduced in other words the works must be expedite...,negative,8,Kamal Al Saber,,,2023-11-11,0,1,0,,
"The service was perfect, but washing facilities and quality should be increased, as they didn't polish the tires, the dust was still there on the vehicle. And it was not washed properly. The rest, was perfect and appreciated ",negative,5,Khalid Khamis,,,2023-11-11,0,0,1,,
I request the agency to provide a Sunny car to the customer during the maintenance days.,negative,10,Marla Nunez,,,2023-11-11,1,0,0,,
"It takes 40 minutes for the customer service to receive the Car, and after the service no one explained the situation ",negative,1,Harish V.,,,2023-11-11,0,0,1,,
"I had an issue in the side camera which was acknowledged by your team. However, it was not fixed as spares are not available! Strange that a 2023 car spares are missing at Al Masaood! Awaiting confirmation on spare availability to fix my car..",negative,6,Clifford P.,,,2023-11-11,0,0,1,,
"Everything went well , good job for your hard work ❤️",positive,10,Nassir Al Mendhry,,,2023-11-13,1,0,0,,
Provide mobile application for nissan patrol cars,positive,10,Javad Amiri,,,2023-11-13,1,0,0,,
"The person was in a rush, so I asked him what was going on after the service, and he told me you will receive an email with all the information, it looks like he didn't have time for the customer, ",negative,6,Clifford P.,,,2023-11-13,0,0,1,,
"I would like to thank Ms. Salwa for the rigorous followup. She kept me informed in every step of the service and she was extremely patient and hospitable. Thank you Ms. Salwa. You indeed are a valuable asset to your company. They must be really PROUD of you. Thanks a million.
The service was outstanding, overall. I had the feeling that the my car was new again. 
Much appreciated.
Habib Souissi",positive,10,Salwa Rboub,,,2023-11-14,1,0,0,,
"Make women a priority 
Commitment to time 
and give you good health",positive,5,Mohammed Osman,,,2023-11-14,0,0,1,,
Thank you for everything ♥️,positive,10,Ahmed Layth,,,2023-11-14,1,0,0,,
Great service,positive,10,Aries M.,,,2023-11-14,1,0,0,,
"The service was done, it is working but with no perfect solution. ",negative,8,Avtik Raje,,,2023-11-14,0,1,0,,
"In my situation I was quoted one price for an oil and filter change, then once the shop received my car I was told that the price increased by approximately AED 100 for the same service. That is not very customer friendly service.",negative,8,6772 Neema Sabti,,,2023-11-14,0,1,0,,
Installment of maintenance package,negative,10,Aswad Karim,,,2023-11-14,1,0,0,,
Uncooperative service team.,negative,0,Clifford P.,,,2023-11-14,0,0,1,,
"Al Masaood did not comply with his agreed duties when purchasing the full car, including delivering the car to home security to the garage and returning it in recovery throughout the maintenance contract. He also requested the payment of additional fees for works that were supposed to be included in the contract ",negative,8,Aswad Karim,,,2023-11-14,0,1,0,,
Thanks for all the support from Soad.,positive,10,Soad Mansour,,,2023-11-15,1,0,0,,
(A special experience in the future)!!,positive,9,Asmaa Elsamman,,,2023-11-15,1,0,0,,
Lower prices a little,negative,10,Juan Kasilag,,,2023-11-15,1,0,0,,
"I have a comment: I received the car and it was not clean. I delivered it to them and it is cleaner than I received it from them.. I think that whoever receives the car should be aware of tracking the car.... 
In general, Al Masaood is distinguished by its services 

Thank you",negative,8,Marla Nunez,,,2023-11-15,0,1,0,,
"I was not given a paper explaining what was done like usual, I asked for it and they told I shall receive by mail. I HAVE NOT RECEIVED ANYTHING YET. ",negative,6,Mohammed Osman,,,2023-11-15,0,0,1,,
"I scheduled my oil change through your virtual assistant but the virtual assistant, despite confirming my appointment, did not schedule the appointment. Then I called to confirm the appointment but was told I had to call back after the system reset. When I called back I discovered the virtual assistant had not worked and I had to schedule an appointment in Al Mussafah instead of Airport Rd. Then I received an appointment at 1200 at Al Mussafah, only to be told that employees take a break from 1200-1400. Then the oil change took 22 hours.",negative,3,Juan Kasilag,,,2023-11-15,0,0,1,,
Service was excellent appreciate Mr. Sufyan and his team support,positive,10,Avtik Raje,,,2023-11-16,1,0,0,,
Best wishes,positive,9,Abuthahir T.S.,,,2023-11-16,1,0,0,,
Service advisor sikander from service team was of great help from handover till delivery of the vehicle,positive,10,Md Sekander,,,2023-11-16,1,0,0,,
The brake have sound which they didn’t fox it!!,negative,4,Arsenio Mostajo,,,2023-11-16,0,0,1,,
"Not sure regarding battery status, as report is showing good health and the level mark is very low. Also not sure for the malfunction.",negative,8,Aswad Karim,,,2023-11-16,0,1,0,,
"Happy with your customer service, very professional with timely updates on the repair work. Special thanks Mr Avtik. ",positive,9,Avtik Raje,,,2023-11-17,1,0,0,,
Thank you kareem for the helping,positive,10,Aswad Karim,,,2023-11-17,1,0,0,,
Keep up the excellent customer service.,positive,10,Kamal Al Saber,,,2023-11-17,1,0,0,,
Providing a free delivery service,positive,10,Mohamed Mohsen,,,2023-11-17,1,0,0,,
Check all aspects more and take repair requests more deeply when examining the car and giving gifts and additional repairs,positive,10,Ali Musa,,,2023-11-17,1,0,0,,
My car problem hasn’t been solved,negative,5,Marla Nunez,,,2023-11-17,0,0,1,,
"Al Massoud used this service as an opportunity to try and sell to me. I was told I needed new tires after only 23km…!! The tires are fine, so I do not trust what the Al Massoud technicians and service people tell me. Very disappointing way to treat customers. ",negative,0,Marla Nunez,,,2023-11-17,0,0,1,,
Salwa was very instrumental and cooperative as usual. Her follow-up is highly appreciated. I got the car on the same day as per her initial evaluation and promise.,positive,10,Salwa Rboub,,,2023-11-18,1,0,0,,
